cat_id,cat_nombre,slug_carpeta,hero_archivo,hero_url_nueva,total_imgs_desc,todas_imagenes
49,"&#x1f947;Cursos online de ingles intermedio",cursos-online-de-ingles-intermedio,Ingles-Intermedio.jpg,https://dev.ciberaula.org/images/categorias/cursos-online-de-ingles-intermedio/Ingles-Intermedio.jpg,3,"Ingles-Intermedio.jpg | Diploma-acreditativo-Ingles-Intermedio.png | Diploma-ingles-Intermedio-2023.png"
48,"&#x1f947;Cursos online de ingles pre-intermedio",cursos-online-de-ingles-pre-intermedio,Ingles-pre-intermedio.png,https://dev.ciberaula.org/images/categorias/cursos-online-de-ingles-pre-intermedio/Ingles-pre-intermedio.png,2,"Ingles-pre-intermedio.png | Ingles-PreIntermedioSecundaria.png"
96,"&#x1f947;cursos online de Java",cursos-online-de-java,ProgramaJava.png,https://dev.ciberaula.org/images/categorias/cursos-online-de-java/ProgramaJava.png,3,"ProgramaJava.png | Diploma-principios-de-la-programacion-orientada-a-objetos.png | Diploma-principios-de-la-programacion-orientada-objetos.png"
56,"&#x1f947;Cursos online de Office",cursos-online-de-office,Office.jpg,https://dev.ciberaula.org/images/categorias/cursos-online-de-office/Office.jpg,3,"Office.jpg | Diploma-acreditativo-Office-365.png | Diploma-Office-365.png"
60,"&#x1f947;cursos online de office 2016",cursos-online-de-office-2016,excellaptop.jpg,https://dev.ciberaula.org/images/categorias/cursos-online-de-office-2016/excellaptop.jpg,1,excellaptop.jpg
61,"&#x1f947;Cursos online de office 2019",cursos-online-de-office-2019,pqs-excel-nota.jpg,https://dev.ciberaula.org/images/categorias/cursos-online-de-office-2019/pqs-excel-nota.jpg,1,pqs-excel-nota.jpg
59,"&#x1f947;Cursos online de office avanzado",cursos-online-de-office-avanzado,OfficeAvanzado.png,https://dev.ciberaula.org/images/categorias/cursos-online-de-office-avanzado/OfficeAvanzado.png,3,"OfficeAvanzado.png | Diploma-acreditativo-Office-avanzado.png | Diploma-Office-avanzado-2023.png"
57,"&#x1f947;Cursos online de office básico",cursos-online-de-office-b-sico,Office.jpeg,https://dev.ciberaula.org/images/categorias/cursos-online-de-office-b-sico/Office.jpeg,4,"Office.jpeg | Office-Basic.jpg | Diploma-acreditativo-de-Office-2016.png | Diploma-Office-2023.png"
58,"&#x1f947;Cursos online de office intermedio",cursos-online-de-office-intermedio,"WhatsApp Image 2022-08-03 at 12.07.55.jpeg",https://dev.ciberaula.org/images/categorias/cursos-online-de-office-intermedio/WhatsAppImage2022-08-03at12.07.55.jpeg,4,"WhatsApp Image 2022-08-03 at 12.07.55.jpeg | OfficeInter.jpg | Diploma-acreditativo-de-Office-2019.png | Diploma-Office-Intermedio-2023.png"
62,"&#x1f947;Cursos online de prevencion de riesgos laborales",cursos-online-de-prevencion-de-riesgos-laborales,prevencion-riesgos-laborales-.jpg,https://dev.ciberaula.org/images/categorias/cursos-online-de-prevencion-de-riesgos-laborales/prevencion-riesgos-laborales-.jpg,2,"prevencion-riesgos-laborales-.jpg | prevencion-de-riesgos-secundaria.png"
104,"&#x1f947;cursos online para autónomos",cursos-online-para-aut-nomos,Autonomos.png,https://dev.ciberaula.org/images/categorias/cursos-online-para-aut-nomos/Autonomos.png,2,"Autonomos.png | autonomos-min.jpg"
101,"&#x1f947;Cursos online programación móvil",cursos-online-programaci-n-m-vil,Aplicaciones_Movil-org.png,https://dev.ciberaula.org/images/categorias/cursos-online-programaci-n-m-vil/Aplicaciones_Movil-org.png,3,"Aplicaciones_Movil-org.png | Diploma-acreditativo-Programacion-movil.png | Diploma-Programacion-movil-2023.png"
84,"&#x1f947;Cursos puntuables oposiciones correos",cursos-puntuables-oposiciones-correos,PuntuablesCorreo.png,https://dev.ciberaula.org/images/categorias/cursos-puntuables-oposiciones-correos/PuntuablesCorreo.png,1,PuntuablesCorreo.png
78,"&#x1f947;FUNDAE cursos",fundae-cursos,FundaeCursos.png,https://dev.ciberaula.org/images/categorias/fundae-cursos/FundaeCursos.png,2,"FundaeCursos.png | FundaeSecundaria.png"
77,"&#x1f947;Mejores cursos de ingles online",mejores-cursos-de-ingles-online,Diploma-acreditativo-de-Ingles-Intermedio.png,https://dev.ciberaula.org/images/categorias/mejores-cursos-de-ingles-online/Diploma-acreditativo-de-Ingles-Intermedio.png,2,"Diploma-acreditativo-de-Ingles-Intermedio.png | Diploma-ingles-Pre-Intermedio-2023.png"
82,"&#x1f947;Oposiciones correos 2021",oposiciones-correos-2021,OposicionesCorreos.jpg,https://dev.ciberaula.org/images/categorias/oposiciones-correos-2021/OposicionesCorreos.jpg,2,"OposicionesCorreos.jpg | OposicionesCorreos2021.jpg"
81,"&#x1f947;Oposiciones cursos homologados",oposiciones-cursos-homologados,OposisicioneHomologados.png,https://dev.ciberaula.org/images/categorias/oposiciones-cursos-homologados/OposisicioneHomologados.png,1,OposisicioneHomologados.png
83,"&#x1f947;Oposiciones guardia civil",oposiciones-guardia-civil,OposicionesGuardiaCivil.png,https://dev.ciberaula.org/images/categorias/oposiciones-guardia-civil/OposicionesGuardiaCivil.png,1,OposicionesGuardiaCivil.png
80,"&#x1f947;Oposiciones madrid",oposiciones-madrid,OposicionesMadrid.png,https://dev.ciberaula.org/images/categorias/oposiciones-madrid/OposicionesMadrid.png,1,OposicionesMadrid.png
40,"&#x1f947;Otros Cursos bonificados",otros-cursos-bonificados,OtrosBonificadosSecundaria.png,https://dev.ciberaula.org/images/categorias/otros-cursos-bonificados/OtrosBonificadosSecundaria.png,1,OtrosBonificadosSecundaria.png
79,"&#x1f947;Preparar oposiciones online",preparar-oposiciones-online,DSA.png,https://dev.ciberaula.org/images/categorias/preparar-oposiciones-online/DSA.png,1,DSA.png
136,"Aula Empresas",aula-empresas,,,0,
2,"Aulas Demos",aulas-demos,,,0,
125,"Categoria de Prueba",categoria-de-prueba,,,0,
138,"Cursos bonificados de ChatGPT online",cursos-bonificados-de-chatgpt-online,Diploma-acreditativo-ChatGPT.png,https://dev.ciberaula.org/images/categorias/cursos-bonificados-de-chatgpt-online/Diploma-acreditativo-ChatGPT.png,2,"Diploma-acreditativo-ChatGPT.png | Diploma-ChatGPT-2023.png"
1,Miscellaneous,miscellaneous,,,0,
134,Opiniones-valoraciones-testimonios,opiniones-valoraciones-testimonios,,,0,
